UniqueSale,Parcel_No,SalePrice,LivingArea,LAND_SF,YR_BUILT,YR_REMOD,Last_Work,NewlyRemodeled,GROSS_AREA,LIVING_ARE,NUM_FLOORS,R_TOTAL_RM,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,SaleSeason,SaleMonth,Style,ZIPCODE,PTYPE,OWN_OCC,LU,STRUCTURE_,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,HEAT_SYS,C_AC,Latitude_1,Longitud_1,FeetToParks,Neighborhood,WalkScore,TransitSco,BikeScore,FeetToMetro,MEDHHINC,PCTBACHMOR,PCTOWNEROC,PCTVACANT,PCTWHITE,CrimeIndex,NearUni,SchoolGrade,DistToCBD,NearImpBldg,NearCommonwealth,DistToPoor,NearAP,Ave_SalePr,Dist_AP,Dist_SC,Dist_Major_Road
761,1701172000,492000,4482,4372,1910,0,1910,0,6876,4485,3,18,9,3,0,3,0,Winter,Jan,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.29635,-71.07022,85,Dorchester,86,81,55,1674,51420,15,26,7,11,7.09,0,1,28986,0,0,2662,0,508760,28807.3074,1702.274875,4521.894635
762,1701188000,0,2631,4800,1920,2002,2002,0,4462,2631,2,9,6,1,1,1,1,Summer,Jul,Colonial,2124,101,1,R1,R,CL,L,U,1,0,42.29714,-71.06769,517,Dorchester,86,81,55,1551,51420,15,26,7,11,7.09,0,1,44600,0,0,1983,0,563500,28236.81684,1754.377912,4801.838738
763,1701353000,510000,3057,3749,1905,0,1905,0,4562,3057,3,15,6,3,0,3,0,Summer,Aug,Decker,2124,105,0,R3,R,DK,F,W,1,0,42.2877,-71.07279,126,Dorchester,86,81,55,2729,51768,3,51,6,11,5.98,0,1,27826,0,0,1667,0,497500,31930.6294,1329.342313,3311.309036
764,1701392000,357000,2086,5000,1870,1999,1999,0,3205,2086,2,9,4,2,0,1,0,Winter,Dec,Colonial,2124,101,1,R1,R,CV,G,F,1,0,42.28817,-71.07523,245,Dorchester,86,81,55,3119,51768,3,51,6,11,5.98,0,3,27730,0,0,988,0,478700,32076.78026,1119.803617,3456.934525
765,1701426000,480000,2941,7268,1885,2011,2011,1,4372,2672,2,10,6,2,0,2,0,Summer,Jul,Two Fam Stack,2124,104,0,R2,R,TF,G,M,1,0,42.29013,-71.0744,91,Dorchester,86,81,55,2563,51768,3,51,6,11,5.98,0,3,28323,0,0,1051,0,442800,31339.8233,1409.84093,3941.912032
766,1701429000,490000,3577,3230,1905,2010,2010,1,4905,3577,3,16,9,3,0,3,0,Winter,Feb,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.29021,-71.07392,127,Dorchester,86,81,55,2433,51768,3,51,6,11,5.98,0,1,28962,0,0,1176,0,432400,31253.7141,1478.710647,4060.861197
767,1701558000,445000,2340,2760,2003,0,2003,0,3280,2340,3,9,5,3,0,2,0,Winter,Jan,Conventional,2124,104,1,R2,R,CV,F,M,1,1,42.290763,-71.076019,432,Dorchester,86,81,55,2889,51768,3,51,6,11,4.25,0,3,28106,0,0,589,0,453800,31343.55321,1383.021192,3461.037021
768,1701623000,380000,1972,2758,1880,1991,1991,0,2904,1972,2,7,5,2,0,2,0,Summer,Aug,Two Fam Stack,2124,104,0,R2,R,TF,G,A,1,0,42.28631,-71.07988,1098,Dorchester,86,81,55,4540,51667,9,46,4,7,5.22,0,3,27925,0,0,625,0,431000,33268.81662,1534.474194,2270.054489
769,1701680000,452000,2752,4461,1885,0,1885,0,4336,2592,2,12,7,3,0,2,0,Summer,Jul,Conventional,2124,104,0,R2,R,CV,G,M,1,0,42.28816,-71.0757,280,Dorchester,86,81,55,3226,51768,3,51,6,11,4.25,0,3,28385,0,0,870,0,429000,32138.94795,1084.630134,3384.127834
770,1701684000,425000,2641,3010,1896,0,1896,0,4310,2641,2.5,12,6,3,0,3,0,Winter,Feb,Conventional,2124,105,0,R3,R,CV,G,W,1,0,42.28791,-71.07588,383,Dorchester,86,81,55,3317,51768,3,51,6,11,4.25,0,3,28638,0,0,856,0,434400,32242.25151,1070.166856,3281.149679
771,1701698000,549000,3339,4160,1925,0,1925,0,5243,3339,3,15,6,3,0,3,0,Winter,Dec,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.28701,-71.07534,285,Dorchester,86,81,55,3404,51768,3,51,6,11,4.25,0,3,28475,0,0,1119,0,437100,32465.89244,1178.242758,3097.507783
772,1701710000,552500,4104,3400,1920,0,1920,0,5994,4104,3,15,9,3,0,3,0,Summer,Aug,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.28664,-71.0741,65,Dorchester,86,81,55,3057,51768,3,51,6,11,5.98,0,1,28860,0,0,1481,0,458600,32434.36193,1149.291554,3085.840938
773,1701810000,360000,2394,3836,1900,0,1900,0,3892,2394,2,9,5,1,0,1,0,Winter,Dec,Conventional,2124,101,0,R1,R,CL,G,M,1,0,42.28739,-71.07785,753,Dorchester,86,81,55,3866,51667,9,46,4,7,4.25,0,3,29134,0,0,455,0,414200,32660.13333,1208.246951,2849.932277
774,1701832000,399000,2081,3867,1900,0,1900,0,3876,2318,2.5,11,6,1,0,1,0,Fall,Sep,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.28658,-71.0767,400,Dorchester,86,81,55,3724,51667,9,46,4,7,4.25,0,3,29158,0,0,883,0,440200,32774.52783,1213.463886,2754.139765
775,1701870000,415000,2708,4222,1920,2002,2002,0,4418,2730,2,13,8,2,0,2,0,Spring,May,Conventional,2124,104,0,R2,R,CV,G,M,1,0,42.28809,-71.07657,413,Dorchester,86,81,55,3437,51768,3,51,6,11,4.25,0,3,28779,0,0,658,0,398600,32271.58808,1039.389383,3239.577499
776,1701930000,360000,1806,3600,1885,0,1885,0,3047,1806,2,9,5,1,0,1,0,Fall,Oct,Colonial,2124,101,0,R1,R,CL,G,M,1,0,42.28421,-71.07715,284,Dorchester,86,81,55,3716,51667,9,46,4,7,5.22,0,3,30031,0,0,1537,0,448100,33597.30853,1389.713238,2002.346802
777,1702082000,0,3010,3790,1925,0,1925,0,4497,3217,2,9,4,3,0,3,0,Winter,Feb,Conventional,2124,105,0,R3,R,CV,G,M,1,0,42.28362,-71.08113,795,Dorchester,86,81,55,4793,49559,13,32,5,3,5.68,0,2,44885,0,0,1525,0,472000,34290.97747,1082.586483,1233.204204
778,1702142000,542500,3396,4370,1905,1989,1989,0,5312,3396,3,15,6,3,0,3,0,Winter,Dec,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.28298,-71.08219,1088,Dorchester,86,81,55,5090,49559,13,32,5,3,5.68,0,2,29877,0,0,1337,0,472000,34633.32132,876.275659,924.0637761
779,1702145000,415000,3288,4124,1905,1950,1950,0,5314,3288,3,15,6,3,0,3,0,Winter,Feb,Decker,2124,105,1,R3,R,DK,F,M,1,0,42.28269,-71.08208,1079,Dorchester,86,81,55,5068,49559,13,32,5,3,5.68,0,2,29067,0,0,1227,0,509500,34711.64259,808.9569151,830.0054894
780,1702228000,450000,3087,3450,1905,0,1905,0,4767,3087,3,15,6,3,0,3,0,Spring,Apr,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.28068,-71.08207,1397,Dorchester,86,81,55,4504,42917,12,47,8,10,4.33,0,2,29339,0,0,534,0,464500,35354.62303,740.133039,159.0901231
781,1702285000,405000,1512,5000,1999,0,1999,0,2436,1512,2,6,3,1,1,1,0,Fall,Oct,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.29878,-71.06869,781,Dorchester,86,81,55,1885,51420,15,26,7,11,7.09,0,1,29020,0,0,2176,0,500530,27831.0196,1566.341707,4700.309809
782,1702310000,440000,2478,4316,1925,1970,1970,0,4146,2508,2,10,4,1,1,1,0,Fall,Oct,Colonial,2124,101,0,R1,R,CL,L,F,1,0,42.29953,-71.06736,511,Dorchester,86,81,55,1482,51420,15,26,7,11,7.09,0,1,28993,0,0,1843,0,492300,27421.55706,1374.775952,4290.203682
783,1702321000,450000,2771,4558,1890,1997,1997,0,4417,2771,2.5,10,6,3,1,1,1,Fall,Oct,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.29899,-71.06918,677,Dorchester,86,81,55,1999,51420,15,26,7,11,7.09,0,1,29034,0,0,2311,0,491530,27826.00173,1517.794423,4553.992168
784,1702334000,499900,3007,3069,1900,1977,1977,0,4850,3007,2.5,12,5,2,0,2,0,Winter,Feb,Conventional,2124,104,0,R2,R,CV,G,F,1,0,42.29878,-71.07107,195,Dorchester,86,81,55,2505,51420,15,26,7,11,7.09,0,1,28984,0,0,2805,0,500130,28138.66172,1485.250805,4072.916838
785,1702340000,553750,4332,4540,1905,0,1905,0,6810,4332,3,18,9,3,0,3,0,Fall,Nov,Decker,2124,105,1,R3,R,DK,F,M,1,0,42.29905,-71.07034,408,Dorchester,86,81,55,2305,51420,15,26,7,11,7.09,0,1,29651,0,0,2626,0,489780,27956.87926,1458.009315,4243.229183
786,1702425000,599900,4269,4042,1905,2010,2010,1,6370,4269,3,18,9,3,0,3,0,Summer,Jun,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.29656,-71.07152,171,Dorchester,86,81,55,1987,30250,11,37,4,8,4.25,0,1,29643,0,0,2438,0,463930,28906.09754,1608.514581,4162.09703
787,1702592000,0,2700,7190,1924,1984,1984,0,4290,2700,2,12,6,2,0,2,0,Summer,Jul,Two Fam Stack,2124,104,0,R2,R,TF,H,M,1,0,42.279276,-71.079959,1441,Dorchester,86,81,55,3796,42917,12,47,8,10,4.33,0,2,43403,0,0,169,0,443500,35544.37137,833.7434717,149.2469502
788,1702628000,410000,2880,4244,1905,0,1905,0,4724,2880,2,14,6,2,0,2,0,Fall,Nov,Two Fam Stack,2124,104,0,R2,R,TF,H,M,1,0,42.27976,-71.07806,1150,Dorchester,86,81,55,3759,45365,19,35,5,6,4.37,0,3,29625,0,0,634,0,441000,35156.44134,890.9327312,455.4273969
789,1702934000,520000,3441,3000,1905,0,1905,0,5337,3441,3,15,6,3,0,3,0,Spring,Mar,Decker,2124,105,0,R3,R,DK,F,M,1,0,42.28228,-71.07194,931,Dorchester,86,81,55,2378,38588,14,22,3,8,4.76,1,3,29750,0,0,2338,0,563560,33616.44581,1511.991493,1421.673807
790,1702995000,557000,3350,6049,1929,0,1929,0,6238,3504,2,14,6,2,0,2,0,Fall,Nov,Conventional,2124,104,0,R2,R,CV,H,B,1,0,42.28103,-71.07299,1340,Dorchester,86,81,55,2791,38588,14,22,3,8,4.76,1,3,29353,0,0,1804,0,512360,34148.82646,1543.045967,1075.677196
791,1703015000,420800,2236,6466,1945,1975,1975,0,4899,2236,2,12,5,2,0,2,0,Winter,Jan,Two Fam Stack,2124,104,1,R2,R,TF,H,M,0,0,42.28046,-71.07177,1080,Dorchester,86,81,55,2581,38588,14,22,3,8,4.76,1,3,29462,0,0,1896,0,529400,34202.48906,1576.651498,796.7879956
792,1703096000,595000,2610,5650,2012,0,2012,0,4239,2610,2,12,6,2,2,2,0,Summer,Jun,Two Fam Stack,2124,104,0,R2,R,TF,G,M,1,1,42.279667,-71.072559,831,Dorchester,86,81,55,2912,67604,15,39,3,12,4,1,3,28575,0,0,1551,0,445960,34553.34717,1606.001885,568.8734021
793,1703135000,0,1638,5000,1953,1998,1998,0,2490,1638,2,8,4,2,0,2,0,Fall,Nov,Two Fam Stack,2124,104,1,R2,R,TF,G,M,1,0,42.27968,-71.07069,702,Dorchester,86,81,55,2494,67604,15,39,3,12,4,1,3,44258,0,0,1989,0,473400,34345.77478,1731.31164,419.8525523
794,1703139003,370000,1402,4275,1948,1989,1989,0,2170,1372,2,8,3,1,1,1,1,Spring,May,Colonial,2124,101,1,R1,R,CL,G,W,1,0,42.27865,-71.0709,379,Dorchester,86,81,55,2783,67604,15,39,3,12,4,1,3,28492,0,0,1796,0,473400,34713.11241,1899.641464,96.43213179
795,1703157000,421000,1963,3708,1920,0,1920,0,3392,1963,2,7,4,1,1,1,0,Summer,Jul,Colonial,2124,101,0,R1,R,CL,G,M,1,0,42.27826,-71.07264,342,Dorchester,86,81,55,3025,67604,15,39,3,12,4,1,3,28602,0,0,1304,0,463200,35030.93607,1731.667439,61.91302917
796,1703253000,400000,1728,3240,1925,1984,1984,0,2682,1728,2,8,4,2,0,2,0,Winter,Dec,Duplex,2124,104,1,R2,R,DX,H,M,1,0,42.27885,-71.07816,1483,Dorchester,86,81,55,3456,67604,15,39,3,12,4,0,3,29290,0,0,362,0,426800,35465.91803,934.2978176,123.2645535
797,1703262000,390000,1250,4403,1920,0,1920,0,2175,1250,2,6,2,2,0,1,0,Spring,Mar,Colonial,2124,101,0,R1,R,CL,H,M,1,0,42.27925,-71.07649,1362,Dorchester,86,81,55,3464,67604,15,39,3,12,4,1,3,29315,0,0,736,0,428800,35137.78555,1144.719106,330.4387539
798,1703273004,0,1484,6144,1940,0,1940,0,2476,1484,2,7,3,1,1,1,1,Summer,Aug,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.2783,-71.0704,209,Mattapan,86,67,64,2767,36071,16,49,3,40,3.45,1,3,43397,0,0,1896,0,473400,34777.63177,2024.924797,71.32184439
799,1703273014,455000,1612,7329,1945,0,1945,0,2538,1612,2,7,4,1,1,1,1,Summer,Jul,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.27775,-71.07098,75,Mattapan,86,67,64,2886,36071,16,49,3,40,3.45,1,3,31258,0,0,1709,0,412400,35023.36183,2027.711871,208.1251404
800,1703273017,435000,1612,5768,1945,1988,1988,0,2410,1612,2,7,3,1,1,1,1,Fall,Oct,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.27764,-71.07155,75,Mattapan,86,67,64,2843,36071,16,49,3,40,3.45,1,3,31054,0,0,1551,0,409380,35120.69694,1967.042998,207.54459
801,1703274000,461000,1464,4750,1935,0,1935,0,2424,1464,2,7,4,1,0,1,0,Summer,Jun,Colonial,2126,101,1,R1,R,CL,H,W,1,0,42.27753,-71.07242,94,Mattapan,86,67,64,2767,36071,16,49,3,40,3.45,1,3,30505,0,0,1313,0,404180,35250.78164,1874.763348,208.4334416
802,1703301000,375000,1606,3304,1935,0,1935,0,2044,1398,2,6,3,1,0,1,0,Spring,Mar,Colonial,2124,101,0,R1,R,CL,G,A,1,0,42.27554,-71.07029,265,Mattapan,86,67,64,2069,51907,23,48,3,33,2.73,1,3,30545,0,0,1983,0,418180,35695.29594,2596.104498,1033.386216
803,1703330000,339900,1224,4412,1935,1940,1940,0,2746,1224,1.5,6,2,1,1,1,1,Winter,Jan,Cape,2124,101,0,R1,R,CP,G,M,1,0,42.27557,-71.0719,187,Mattapan,86,67,64,2085,51907,23,48,3,33,2.73,1,3,30750,0,0,1570,0,425200,35852.05582,2373.443443,934.6817269
804,1703345000,400000,1519,4000,1925,1992,1992,0,2669,1519,1.5,6,3,2,0,1,0,Winter,Dec,Colonial,2126,101,1,R1,R,CL,G,M,1,0,42.27425,-71.07175,651,Mattapan,86,67,64,1631,51907,23,48,3,33,2.73,1,3,30811,0,0,1597,0,413180,36280.30045,2749.145509,1417.014698
805,1703445000,540000,3190,5460,1925,2009,2009,1,5846,3579,2.5,13,5,3,0,2,0,Summer,Aug,Conventional,2124,104,0,R2,R,CV,G,M,1,0,42.278058,-71.076025,1085,Mattapan,86,67,64,3012,65921,32,77,1,22,3.32,1,3,30921,0,0,450,0,398800,35476.66963,1330.491824,83.48131401
806,1703463000,440000,1818,5501,1930,0,1930,0,3002,1678,2,7,3,1,1,1,1,Spring,May,Colonial,2126,101,1,R1,R,CL,G,B,1,0,42.2774,-71.07709,1348,Mattapan,86,67,64,2860,65921,32,77,1,22,3.32,1,3,31357,0,0,77,0,418800,35816.34195,1258.959563,359.7607872
807,1703524000,560000,2742,5740,1900,1993,1993,0,3951,2557,2.5,7,3,1,1,1,0,Winter,Dec,Colonial,2124,101,1,R1,R,CL,G,M,1,1,42.27486,-71.06334,201,Dorchester,86,81,55,918,35152,24,36,6,63,2.87,1,3,31490,0,0,3864,0,494480,35262.04416,3954.360564,1973.196087
808,1703669000,540000,2207,5368,1920,0,1920,0,3996,2251,2,12,6,2,0,2,0,Spring,Apr,Conventional,2124,104,0,R2,R,CV,G,M,1,0,42.27186,-71.06267,71,Dorchester,86,81,55,213,70241,55,35,6,69,1.94,1,3,31580,0,0,4108,0,475480,36238.62611,4797.432313,3064.600802
809,1703836000,410000,1700,1965,1910,2003,2003,0,1695,850,1.5,4,2,1,0,1,0,Summer,Jun,Duplex,2126,101,1,R1,R,SD,G,W,1,0,42.27324,-71.07538,822,Mattapan,86,67,64,1277,62763,32,56,4,29,2.44,1,3,31991,0,0,638,0,385200,37004.06922,2809.144626,1798.576048
810,1704002000,340000,1120,3682,1940,0,1940,0,1744,1120,2,7,3,1,0,1,1,Spring,Apr,Colonial,2126,101,1,R1,R,CL,G,M,1,0,42.27407,-71.07688,1143,Mattapan,86,67,64,1730,65921,32,77,1,22,3.32,0,3,31208,0,0,221,0,390000,36893.34497,2390.880764,1554.702845
811,1704015000,391000,1739,4427,1874,1939,1939,0,3066,1671,1.5,7,3,2,0,1,0,Fall,Sep,Colonial,2126,101,1,R1,R,CL,G,A,1,1,42.2741,-71.07541,1132,Mattapan,86,67,64,1574,65921,32,77,1,22,3.32,1,3,30873,0,0,608,0,379800,36720.54283,2527.004548,1488.499287
812,1704084000,0,2043,5000,2008,0,2008,0,3293,2043,2,7,3,2,1,1,1,Summer,Jul,Colonial,2124,101,1,R1,R,CL,G,F,1,1,42.277355,-71.067346,281,Mattapan,86,67,64,2064,36071,16,49,3,40,3.45,1,3,44675,0,0,2682,0,418180,34785.3588,2661.712768,729.4943384
813,1704245000,515000,3296,5250,1929,0,1929,0,5740,3296,2,14,5,2,0,2,0,Summer,Aug,Conventional,2124,104,1,R2,R,CV,G,M,1,0,42.2804,-71.06964,804,Dorchester,86,81,55,2109,114615,15,62,3,30,4.2,1,3,30662,0,0,2364,0,472560,33992.73796,1685.458767,537.4193121
814,1704267000,499000,3287,5228,1928,2004,2004,0,5804,3326,2,12,4,2,0,2,2,Summer,Jul,Conventional,2124,104,0,R2,R,CV,G,M,1,0,42.28089,-71.0694,923,Dorchester,86,81,55,1952,114615,15,62,3,30,4.2,1,3,30383,0,0,2511,0,475560,33803.00061,1627.360297,673.0916239
815,1704444000,468000,1590,3759,1935,0,1935,0,2294,1372,2,7,4,1,1,1,0,Summer,Aug,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.28093,-71.06804,795,Dorchester,86,81,55,1650,114615,15,62,3,30,4.2,1,3,30476,0,0,2836,0,509580,33647.06671,1891.904913,539.5741336
816,1704473000,369000,2148,2875,1920,0,1920,0,3025,1812,2,7,4,1,1,1,0,Summer,Jul,Colonial,2124,101,1,R1,R,CL,G,M,1,0,42.28326,-71.06872,498,Dorchester,86,81,55,1450,41793,34,60,3,15,5.08,1,3,30079,0,0,3190,0,512400,32936.70358,1728.658915,1398.638148
817,1704488000,605000,3405,3150,1900,0,1900,0,5377,3405,3,18,9,3,0,3,0,Summer,Jun,Decker,2124,105,0,R3,R,DK,F,F,1,0,42.28234,-71.07081,773,Dorchester,86,81,55,2076,41793,34,60,3,15,5.08,1,3,29149,0,0,2553,0,518960,33470.93549,1535.334514,1312.002191
818,1704518000,350000,1352,10500,1900,0,1900,0,1586,1352,2,7,4,1,0,1,0,Spring,Mar,Colonial,2124,101,0,R1,R,CL,M,F,1,0,42.28418,-71.06699,428,Dorchester,86,81,55,969,41793,34,60,3,15,5.08,1,3,25891,0,0,3604,0,493200,32444.67478,2028.871376,1554.520064
819,1704550000,640000,3732,3840,1905,0,1905,0,5789,3732,3,15,6,3,0,3,0,Fall,Sep,Decker,2124,105,0,R3,R,DK,F,W,1,0,42.28357,-71.07085,378,Dorchester,86,81,55,2012,41793,34,60,3,15,5.08,1,3,27226,0,0,2807,0,506400,33066.46871,1462.360395,1724.273808
820,1704700000,0,2080,6764,1885,2009,2009,1,3974,2080,2,12,5,2,1,1,1,Spring,Apr,Victorian,2124,101,1,R1,R,VT,G,F,1,1,42.28611,-71.06797,451,Dorchester,86,81,55,1471,67344,47,26,4,48,5.61,1,1,44707,0,0,3092,0,493200,31903.55556,1886.3166,2306.165948
821,1704736000,539000,2314,7366,1900,2006,2006,1,4170,2314,2,7,4,2,1,1,1,Summer,Jul,Colonial,2124,101,1,R1,R,CL,G,W,1,0,42.28647,-71.07064,413,Dorchester,86,81,55,2166,67344,47,26,4,48,5.61,0,1,27260,0,0,2368,0,536500,32082.52942,1431.897119,2676.58284
822,1704852000,611000,3036,8488,1900,0,1900,0,4031,2558,2,13,6,2,0,2,0,Fall,Oct,Conventional,2124,104,1,R2,R,TF,H,W,1,0,42.28862,-71.06938,715,Dorchester,86,81,55,1900,61406,15,32,4,20,6.06,0,1,26827,0,0,2481,0,568600,31228.37405,1978.381001,3296.423959
823,1800045001,0,826,5021,1998,0,1998,0,1702,826,1,7,3,2,0,1,0,Fall,Nov,Raised Ranch,2126,101,1,R1,R,RR,G,M,1,0,42.2712,-71.07629,93,Mattapan,86,67,64,849,73142,20,45,1,5,2.25,0,3,44342,0,0,629,0,348200,37783.88516,3434.421097,2568.316267
824,1800067000,360000,1344,5000,1930,2010,2010,1,2080,1344,2,8,4,2,1,1,0,Spring,May,Colonial,2126,101,1,R1,R,CL,G,W,1,1,42.27056,-71.08034,121,Mattapan,86,67,64,870,73142,20,45,1,5,2.25,0,3,26846,0,0,558,0,387000,38446.62054,3159.020543,2952.016328
825,1800083000,555000,3414,4519,1905,1940,1940,0,5224,3414,3,15,6,3,0,3,0,Fall,Oct,Decker,2126,105,0,R3,R,DK,F,W,1,0,42.27213,-71.07739,476,Mattapan,86,67,64,1286,62763,32,56,4,29,2.44,0,3,27013,0,0,301,0,348200,37594.45273,3040.463577,2273.821672
826,1800090000,240000,750,5367,1950,1970,1970,0,2000,750,1,4,2,1,0,1,0,Fall,Nov,Cape,2126,101,1,R1,R,CP,G,M,1,0,42.272676,-71.078405,693,Mattapan,86,67,64,1626,62763,32,56,4,29,2.44,0,3,27293,0,0,56,0,411200,37526.94461,2807.470707,2114.027184
827,1800114016,350000,1715,5429,1945,0,1945,0,2555,1715,2,8,4,2,0,2,0,Spring,May,Two Fam Stack,2126,104,1,R2,R,TF,G,M,1,0,42.27164,-71.08548,175,Mattapan,86,67,64,1559,33496,14,55,3,9,3.73,0,1,27629,0,0,1512,0,402100,38702.08359,2392.325874,2172.706033
828,1800114019,450000,2244,5880,1945,0,1945,0,3396,2244,2,12,6,2,0,2,0,Fall,Nov,Two Fam Stack,2126,104,0,R2,R,TF,H,M,1,0,42.27213,-71.08528,230,Mattapan,86,67,64,1721,33496,14,55,3,9,3.73,0,1,27258,0,0,1361,0,382100,38518.43681,2320.34539,2227.650724
829,1800117010,465000,1764,9775,1950,0,1950,0,2836,1764,2,12,6,2,0,2,0,Fall,Sep,Two Fam Stack,2126,104,0,R2,R,TF,G,M,1,1,42.27147,-71.08792,218,Mattapan,86,67,64,1438,33496,14,55,3,9,3.73,0,1,26944,0,0,2088,0,362700,39061.37067,2265.646521,1519.344572
830,1800138000,368000,2249,5771,1940,0,1940,0,3538,2249,2,8,3,1,1,1,0,Fall,Nov,Colonial,2126,101,0,R1,R,CL,G,M,1,0,42.27306,-71.08957,147,Mattapan,86,67,64,2104,33496,14,55,3,9,3.73,0,1,26085,0,0,2121,0,336500,38763.35681,1844.185235,1060.057647
831,1800252000,435000,2512,6500,1905,0,1905,0,4221,2512,2,13,6,2,0,2,0,Spring,Apr,Duplex,2126,104,0,R2,R,DX,G,M,1,0,42.27897,-71.08135,1641,Mattapan,86,67,64,3878,16638,19,21,4,19,3.42,0,2,26181,0,0,0,0,443500,35815.38157,978.5161223,175.7176833
832,1800267000,354000,1370,5775,1958,0,1958,0,2648,1370,1.5,7,3,2,0,1,0,Spring,Apr,Cape,2126,101,0,R1,R,CP,G,M,1,0,42.2763,-71.07824,1707,Mattapan,86,67,64,2619,16638,19,21,4,19,3.42,0,3,26453,0,0,0,0,422000,36311.96616,1536.793161,799.9899587
833,1800385005,400000,1948,5688,1950,0,1950,0,3030,1948,2,10,4,2,0,2,0,Summer,Jun,Two Fam Stack,2126,104,1,R2,R,TF,H,M,1,0,42.27065,-71.08906,196,Mattapan,86,67,64,1233,33496,14,55,3,9,3.73,0,1,27225,0,0,2508,0,363300,39469.93919,2409.618594,1151.341012
834,1800385015,353000,1313,4059,1950,0,1950,0,2963,1313,1,7,3,1,1,1,0,Winter,Dec,Cape,2126,101,1,R1,R,CP,G,M,1,0,42.27211,-71.08935,386,Mattapan,86,67,64,1757,33496,14,55,3,9,3.73,0,1,26114,0,0,2259,0,372700,39038.54571,2042.715922,1126.640352
835,1800385017,342500,924,4500,1956,0,1956,0,2140,969,1,6,3,1,1,1,0,Summer,Aug,Cape,2126,101,0,R1,R,CP,G,M,1,0,42.27272,-71.08899,147,Mattapan,86,67,64,1942,33496,14,55,3,9,3.73,0,1,25795,0,0,2050,0,374800,38796.7068,1951.114491,1219.200422
836,1800531007,288000,1346,6078,1950,0,1950,0,2472,1346,1.5,6,3,1,1,1,0,Winter,Dec,Cape,2126,101,0,R1,R,CP,G,M,1,0,42.27301,-71.09013,91,Mattapan,86,67,64,2103,37448,10,28,2,3,4.74,0,1,25449,0,0,2263,0,339500,38852.60187,1819.574035,908.8425074
837,1800589000,234000,1879,5175,1960,0,1960,0,2676,1879,1,5,3,1,1,1,0,Spring,Apr,Raised Ranch,2126,101,0,R1,R,RR,G,M,1,1,42.27434,-71.09057,316,Mattapan,86,67,64,2541,37448,10,28,2,3,4.74,0,3,25526,0,0,2194,0,354100,38487.99644,1629.612566,779.7437623
838,1800660000,324000,1300,3802,1950,2011,2011,1,1924,1300,2,6,3,1,1,1,0,Summer,Jul,Colonial,2126,101,0,R1,R,CL,G,M,1,0,42.27584,-71.08821,333,Mattapan,86,67,64,3031,37448,10,28,2,3,4.74,0,3,25621,0,0,1474,0,330300,37698.72286,1595.914866,1407.376305
839,1800790000,490000,3489,5956,1920,0,1920,0,5916,3489,2,11,5,2,0,2,0,Winter,Dec,Conventional,2126,104,1,R2,R,CV,H,M,1,0,42.27643,-71.09229,603,Mattapan,86,67,64,3249,49938,9,28,6,2,5.76,0,3,25710,0,0,2580,0,412600,38062.55177,1493.051205,300.0636445
840,1800813000,419000,3270,3572,1905,1994,1994,0,5290,3270,3,15,6,3,0,3,0,Summer,Aug,Decker,2126,105,0,R3,R,DK,F,M,1,0,42.27636,-71.09173,506,Mattapan,86,67,64,3230,49938,9,28,6,2,5.76,0,3,25717,0,0,2428,0,426800,38007.40419,1463.72795,452.1240309
841,1800872000,550000,4122,4842,1905,0,1905,0,6192,4122,3,18,9,3,0,3,0,Summer,Jul,Decker,2126,105,0,R3,R,DK,F,M,1,0,42.27949,-71.09199,655,Mattapan,86,67,64,4366,26597,11,24,5,5,6,0,3,25331,0,0,2710,0,420800,37065.54984,1361.705953,246.7258557
842,1800930000,350000,3858,2585,1905,0,1905,0,5796,3858,3,18,9,3,0,3,0,Fall,Sep,Conventional,2126,105,0,R3,R,CV,H,M,1,0,42.2778,-71.09246,415,Mattapan,86,67,64,3748,26597,11,24,5,5,6,0,3,28942,0,0,2695,0,440600,37657.86027,1546.588638,240.1981911
843,1801289000,442000,2044,4400,1910,1989,1989,0,3486,2044,2,10,4,2,0,2,0,Fall,Oct,Two Fam Stack,2136,104,0,R2,R,TF,H,W,1,0,42.26391,-71.10011,510,Hyde Park,87,60,58,2442,73531,17,73,2,5,2.67,0,2,28891,0,0,6339,0,429600,43069.32274,3286.492938,2048.568997
